portfolio_trade_id,portfolio_config_hash,source_trade_id,event_id,symbol,name,market,sector,industry,signal_date,entry_date,exit_date,holding_days,entry_price,exit_price,shares,ranking_method,rank_order,rank_value,buy_notional,sell_notional,gross_pnl,net_pnl,gross_return,net_return,buy_commission,sell_commission,sell_tax,slippage_cost,total_cost,fill_quality_score,day0_turnover_twd,volume_ratio_20d,consecutive_limit_up_count,bull_regime,bear_regime,weak_market_day,index_data_available,config_json,candidate_hash,_diagnostic_row_id,trade_id,config_hash
438c3c5a3f8c15698c9c,f2ae5ec04c15,ef2849ca2bcc259739d1,TPEX:8096:20240111:closed_limit_up:5e6f63e4d935,8096,擎亞,TPEX,Technology/Electronics,Electronic Distribution,2024-01-11,2024-01-11,2024-01-12,1,22.7,23.5,9000,fill_quality_score,4,90.0,204300.0,211500.0,7200.0,6191.6958,0.03524229074889868,0.030306881057268725,81.51570000000001,84.38850000000001,634.5,207.9,1008.3041999999999,90.0,967620659.0,2.2647777400746523,2.0,False,False,False,True,"{""avoid_weak_sectors"": false, ""commission_discount"": 0.28, ""commission_rate"": 0.001425, ""fixed_notional_twd"": 300000.0, ""initial_capital_twd"": 1000000.0, ""max_gross_exposure_pct"": 1.0, ""max_notional_per_industry_pct"": 0.35, ""max_notional_per_sector_pct"": 0.7, ""max_notional_per_symbol_pct"": 0.2, ""max_positions_per_day"": 5, ""max_trades_per_symbol_per_month"": 5, ""minimum_commission_twd"": 20.0, ""not_bear_regime"": false, ""random_seed"": 42, ""ranking_method"": ""fill_quality_score"", ""sector_allowlist"": null, ""sell_tax_rate"": 0.003, ""sizing_method"": ""fixed"", ""slippage_bps_per_side"": 5.0}",097dd332,10,438c3c5a3f8c15698c9c,097dd332
8fd080e56685059a6c4a,f2ae5ec04c15,4cb4c375eb66e79837ed,TWSE:2423:20240111:closed_limit_up:046dbcb4ddb9,2423,固緯,TWSE,MISSING_SECTOR,MISSING_INDUSTRY,2024-01-11,2024-01-11,2024-01-12,1,44.95,45.2,3000,fill_quality_score,5,65.0,134850.0,135600.0,750.0,100.06544999999994,0.0055617352614015575,0.0007420500556173522,53.805150000000005,54.104400000000005,406.8,135.225,649.9345500000001,65.0,363923670.0,25.40931271208626,1.0,False,False,False,True,"{""avoid_weak_sectors"": false, ""commission_discount"": 0.28, ""commission_rate"": 0.001425, ""fixed_notional_twd"": 300000.0, ""initial_capital_twd"": 1000000.0, ""max_gross_exposure_pct"": 1.0, ""max_notional_per_industry_pct"": 0.35, ""max_notional_per_sector_pct"": 0.7, ""max_notional_per_symbol_pct"": 0.2, ""max_positions_per_day"": 5, ""max_trades_per_symbol_per_month"": 5, ""minimum_commission_twd"": 20.0, ""not_bear_regime"": false, ""random_seed"": 42, ""ranking_method"": ""fill_quality_score"", ""sector_allowlist"": null, ""sell_tax_rate"": 0.003, ""sizing_method"": ""fixed"", ""slippage_bps_per_side"": 5.0}",097dd332,11,8fd080e56685059a6c4a,097dd332
f001ee62418d6c6141d2,f2ae5ec04c15,49a7f247503edc660ee9,TWSE:2486:20240115:closed_limit_up:2de6edc7c93e,2486,一詮,TWSE,MISSING_SECTOR,MISSING_INDUSTRY,2024-01-15,2024-01-15,2024-01-16,1,55.9,55.9,3000,fill_quality_score,1,100.0,167700.0,167700.0,0.0,-804.6246000000001,0.0,-0.004798,66.9123,66.9123,503.1,167.70000000000002,804.6246000000001,100.0,3452336999.0,3.0805119897616633,1.0,False,False,False,True,"{""avoid_weak_sectors"": false, ""commission_discount"": 0.28, ""commission_rate"": 0.001425, ""fixed_notional_twd"": 300000.0, ""initial_capital_twd"": 1000000.0, ""max_gross_exposure_pct"": 1.0, ""max_notional_per_industry_pct"": 0.35, ""max_notional_per_sector_pct"": 0.7, ""max_notional_per_symbol_pct"": 0.2, ""max_positions_per_day"": 5, ""max_trades_per_symbol_per_month"": 5, ""minimum_commission_twd"": 20.0, ""not_bear_regime"": false, ""random_seed"": 42, ""ranking_method"": ""fill_quality_score"", ""sector_allowlist"": null, ""sell_tax_rate"": 0.003, ""sizing_method"": ""fixed"", ""slippage_bps_per_side"": 5.0}",097dd332,12,f001ee62418d6c6141d2,097dd332
6cf30a387882bea9fe11,f2ae5ec04c15,3fd886d5f63299781612,TWSE:3712:20240115:closed_limit_up:e2fbfd62fa92,3712,永崴投控,TWSE,MISSING_SECTOR,MISSING_INDUSTRY,2024-01-15,2024-01-15,2024-01-16,1,42.7,42.2,4000,fill_quality_score,2,100.0,170800.0,168800.0,-2000.0,-2811.7003999999997,-0.0117096018735363,-0.01646194613583138,68.14920000000001,67.3512,506.40000000000003,169.8,811.7004,100.0,504376852.0,4.8411505448016,1.0,False,False,False,True,"{""avoid_weak_sectors"": false, ""commission_discount"": 0.28, ""commission_rate"": 0.001425, ""fixed_notional_twd"": 300000.0, ""initial_capital_twd"": 1000000.0, ""max_gross_exposure_pct"": 1.0, ""max_notional_per_industry_pct"": 0.35, ""max_notional_per_sector_pct"": 0.7, ""max_notional_per_symbol_pct"": 0.2, ""max_positions_per_day"": 5, ""max_trades_per_symbol_per_month"": 5, ""minimum_commission_twd"": 20.0, ""not_bear_regime"": false, ""random_seed"": 42, ""ranking_method"": ""fill_quality_score"", ""sector_allowlist"": null, ""sell_tax_rate"": 0.003, ""sizing_method"": ""fixed"", ""slippage_bps_per_side"": 5.0}",097dd332,13,6cf30a387882bea9fe11,097dd332
721e72b11f7184b06245,f2ae5ec04c15,a0b30a34a829dc82b6da,TPEX:4909:20240115:closed_limit_up:c81d15f2228b,4909,新復興,TPEX,Technology/Electronics,Communications/Internet,2024-01-15,2024-01-15,2024-01-16,1,42.15,42.15,5000,fill_quality_score,3,100.0,210750.0,210750.0,0.0,-1011.1785,0.0,-0.004798,84.08925,84.08925,632.25,210.75,1011.1785,100.0,1018464470.0,2.563679074433908,1.0,False,False,False,True,"{""avoid_weak_sectors"": false, ""commission_discount"": 0.28, ""commission_rate"": 0.001425, ""fixed_notional_twd"": 300000.0, ""initial_capital_twd"": 1000000.0, ""max_gross_exposure_pct"": 1.0, ""max_notional_per_industry_pct"": 0.35, ""max_notional_per_sector_pct"": 0.7, ""max_notional_per_symbol_pct"": 0.2, ""max_positions_per_day"": 5, ""max_trades_per_symbol_per_month"": 5, ""minimum_commission_twd"": 20.0, ""not_bear_regime"": false, ""random_seed"": 42, ""ranking_method"": ""fill_quality_score"", ""sector_allowlist"": null, ""sell_tax_rate"": 0.003, ""sizing_method"": ""fixed"", ""slippage_bps_per_side"": 5.0}",097dd332,14,721e72b11f7184b06245,097dd332
7bf932208311f005d97e,f2ae5ec04c15,5a9eefa31bd0b6c16d9d,TPEX:6684:20240115:closed_limit_up:9fbea03c9e51,6684,安格,TPEX,Technology/Electronics,Semiconductor,2024-01-15,2024-01-15,2024-01-16,1,93.6,93.8,2000,fill_quality_score,5,100.0,187200.0,187600.0,400.0,-499.74520000000007,0.002136752136752137,-0.00266957905982906,74.6928,74.8524,562.8000000000001,187.4,899.7452000000001,100.0,1016254462.0,2.78858158671924,1.0,False,False,False,True,"{""avoid_weak_sectors"": false, ""commission_discount"": 0.28, ""commission_rate"": 0.001425, ""fixed_notional_twd"": 300000.0, ""initial_capital_twd"": 1000000.0, ""max_gross_exposure_pct"": 1.0, ""max_notional_per_industry_pct"": 0.35, ""max_notional_per_sector_pct"": 0.7, ""max_notional_per_symbol_pct"": 0.2, ""max_positions_per_day"": 5, ""max_trades_per_symbol_per_month"": 5, ""minimum_commission_twd"": 20.0, ""not_bear_regime"": false, ""random_seed"": 42, ""ranking_method"": ""fill_quality_score"", ""sector_allowlist"": null, ""sell_tax_rate"": 0.003, ""sizing_method"": ""fixed"", ""slippage_bps_per_side"": 5.0}",097dd332,15,7bf932208311f005d97e,097dd332
2fbda0e29e8d150d113b,f2ae5ec04c15,e3ed47428d4e7fa2d3e6,TPEX:8096:20240115:closed_limit_up:bc5a2c777e2c,8096,擎亞,TPEX,Technology/Electronics,Electronic Distribution,2024-01-15,2024-01-15,2024-01-16,1,24.65,25.0,8000,fill_quality_score,7,100.0,197200.0,200000.0,2800.0,1842.9171999999999,0.014198782961460446,0.009345421906693711,78.68280000000001,79.80000000000001,600.0,198.6,957.0828,100.0,1525768457.0,2.607094480309518,1.0,False,False,False,True,"{""avoid_weak_sectors"": false, ""commission_discount"": 0.28, ""commission_rate"": 0.001425, ""fixed_notional_twd"": 300000.0, ""initial_capital_twd"": 1000000.0, ""max_gross_exposure_pct"": 1.0, ""max_notional_per_industry_pct"": 0.35, ""max_notional_per_sector_pct"": 0.7, ""max_notional_per_symbol_pct"": 0.2, ""max_positions_per_day"": 5, ""max_trades_per_symbol_per_month"": 5, ""minimum_commission_twd"": 20.0, ""not_bear_regime"": false, ""random_seed"": 42, ""ranking_method"": ""fill_quality_score"", ""sector_allowlist"": null, ""sell_tax_rate"": 0.003, ""sizing_method"": ""fixed"", ""slippage_bps_per_side"": 5.0}",097dd332,16,2fbda0e29e8d150d113b,097dd332
97f6340b5221338be076,f2ae5ec04c15,204b1a5c7f35fc0b23da,TWSE:3694:20240116:closed_limit_up:839b645b4a77,3694,海華,TWSE,MISSING_SECTOR,MISSING_INDUSTRY,2024-01-16,2024-01-16,2024-01-17,1,53.2,53.9,4000,fill_quality_score,1,90.0,212800.0,215600.0,2800.0,1768.0683999999999,0.013157894736842105,0.008308592105263158,84.90720000000002,86.02440000000001,646.8000000000001,214.20000000000002,1031.9316000000001,90.0,1595363585.0,5.430828931066372,2.0,False,False,True,True,"{""avoid_weak_sectors"": false, ""commission_discount"": 0.28, ""commission_rate"": 0.001425, ""fixed_notional_twd"": 300000.0, ""initial_capital_twd"": 1000000.0, ""max_gross_exposure_pct"": 1.0, ""max_notional_per_industry_pct"": 0.35, ""max_notional_per_sector_pct"": 0.7, ""max_notional_per_symbol_pct"": 0.2, ""max_positions_per_day"": 5, ""max_trades_per_symbol_per_month"": 5, ""minimum_commission_twd"": 20.0, ""not_bear_regime"": false, ""random_seed"": 42, ""ranking_method"": ""fill_quality_score"", ""sector_allowlist"": null, ""sell_tax_rate"": 0.003, ""sizing_method"": ""fixed"", ""slippage_bps_per_side"": 5.0}",097dd332,17,97f6340b5221338be076,097dd332
8a1d9e1257b041c26ae9,f2ae5ec04c15,e3b4b1f4ce2cf8fc5c0b,TWSE:6243:20240116:closed_limit_up:20eac8a5ee56,6243,迅杰,TWSE,MISSING_SECTOR,MISSING_INDUSTRY,2024-01-16,2024-01-16,2024-01-17,1,87.2,88.5,1000,fill_quality_score,2,90.0,87200.0,88500.0,1300.0,876.5456999999999,0.014908256880733946,0.010052129587155963,34.79280000000001,35.3115,265.5,87.85000000000001,423.45430000000005,90.0,4057048826.0,6.062786370024185,2.0,False,False,True,True,"{""avoid_weak_sectors"": false, ""commission_discount"": 0.28, ""commission_rate"": 0.001425, ""fixed_notional_twd"": 300000.0, ""initial_capital_twd"": 1000000.0, ""max_gross_exposure_pct"": 1.0, ""max_notional_per_industry_pct"": 0.35, ""max_notional_per_sector_pct"": 0.7, ""max_notional_per_symbol_pct"": 0.2, ""max_positions_per_day"": 5, ""max_trades_per_symbol_per_month"": 5, ""minimum_commission_twd"": 20.0, ""not_bear_regime"": false, ""random_seed"": 42, ""ranking_method"": ""fill_quality_score"", ""sector_allowlist"": null, ""sell_tax_rate"": 0.003, ""sizing_method"": ""fixed"", ""slippage_bps_per_side"": 5.0}",097dd332,18,8a1d9e1257b041c26ae9,097dd332
43bdc978749f2192f004,f2ae5ec04c15,dbd4c067fc501ddb6c14,TPEX:3306:20240116:closed_limit_up:17be85dcab9b,3306,鼎天,TPEX,Technology/Electronics,Communications/Internet,2024-01-16,2024-01-16,2024-01-17,1,56.9,57.8,3000,fill_quality_score,3,65.0,170700.0,173400.0,2700.0,1870.4541,0.015817223198594025,0.010957551845342707,68.1093,69.18660000000001,520.2,172.05,829.5459000000001,65.0,311981469.0,10.48316392655003,1.0,False,False,True,True,"{""avoid_weak_sectors"": false, ""commission_discount"": 0.28, ""commission_rate"": 0.001425, ""fixed_notional_twd"": 300000.0, ""initial_capital_twd"": 1000000.0, ""max_gross_exposure_pct"": 1.0, ""max_notional_per_industry_pct"": 0.35, ""max_notional_per_sector_pct"": 0.7, ""max_notional_per_symbol_pct"": 0.2, ""max_positions_per_day"": 5, ""max_trades_per_symbol_per_month"": 5, ""minimum_commission_twd"": 20.0, ""not_bear_regime"": false, ""random_seed"": 42, ""ranking_method"": ""fill_quality_score"", ""sector_allowlist"": null, ""sell_tax_rate"": 0.003, ""sizing_method"": ""fixed"", ""slippage_bps_per_side"": 5.0}",097dd332,19,43bdc978749f2192f004,097dd332
21e8bfffd00eda4b3460,f2ae5ec04c15,06accfeeede682d7dd74,TWSE:2316:20240119:closed_limit_up:3112b619ace3,2316,楠梓電,TWSE,MISSING_SECTOR,MISSING_INDUSTRY,2024-01-19,2024-01-19,2024-01-23,4,40.55,36.3,5000,fill_quality_score,1,90.0,202750.0,181500.0,-21250.0,-22139.94075,-0.10480887792848335,-0.10919822811344021,80.89725000000001,72.41850000000001,544.5,192.125,889.94075,90.0,339773573.0,9.999897253635599,1.0,True,False,False,True,"{""avoid_weak_sectors"": false, ""commission_discount"": 0.28, ""commission_rate"": 0.001425, ""fixed_notional_twd"": 300000.0, ""initial_capital_twd"": 1000000.0, ""max_gross_exposure_pct"": 1.0, ""max_notional_per_industry_pct"": 0.35, ""max_notional_per_sector_pct"": 0.7, ""max_notional_per_symbol_pct"": 0.2, ""max_positions_per_day"": 5, ""max_trades_per_symbol_per_month"": 5, ""minimum_commission_twd"": 20.0, ""not_bear_regime"": false, ""random_seed"": 42, ""ranking_method"": ""fill_quality_score"", ""sector_allowlist"": null, ""sell_tax_rate"": 0.003, ""sizing_method"": ""fixed"", ""slippage_bps_per_side"": 5.0}",097dd332,20,21e8bfffd00eda4b3460,097dd332
3d5ca6290e6b0a6ff1e5,f2ae5ec04c15,e3cd7cb2bf09451afa5d,TPEX:3615:20240119:closed_limit_up:c93e36f904a6,3615,安可,TPEX,Technology/Electronics,Optoelectronics,2024-01-19,2024-01-19,2024-01-22,3,26.4,28.5,8000,fill_quality_score,2,90.0,211200.0,228000.0,16800.0,15721.1592,0.07954545454545454,0.07443730681818182,84.26880000000001,90.97200000000001,684.0,219.6,1078.8408,90.0,230585157.0,7.680904556813756,1.0,True,False,False,True,"{""avoid_weak_sectors"": false, ""commission_discount"": 0.28, ""commission_rate"": 0.001425, ""fixed_notional_twd"": 300000.0, ""initial_capital_twd"": 1000000.0, ""max_gross_exposure_pct"": 1.0, ""max_notional_per_industry_pct"": 0.35, ""max_notional_per_sector_pct"": 0.7, ""max_notional_per_symbol_pct"": 0.2, ""max_positions_per_day"": 5, ""max_trades_per_symbol_per_month"": 5, ""minimum_commission_twd"": 20.0, ""not_bear_regime"": false, ""random_seed"": 42, ""ranking_method"": ""fill_quality_score"", ""sector_allowlist"": null, ""sell_tax_rate"": 0.003, ""sizing_method"": ""fixed"", ""slippage_bps_per_side"": 5.0}",097dd332,21,3d5ca6290e6b0a6ff1e5,097dd332
